x-axis,1
second,Volt
+20.80000E-03,+1.64824119E+00
+20.82500E-03,+1.64824119E+00
+20.85000E-03,+1.61055275E+00
+20.87500E-03,+1.61557787E+00
+20.90000E-03,+1.60804018E+00
+20.92500E-03,+1.60804018E+00
+20.95000E-03,+1.60804018E+00
+20.97500E-03,+1.57537687E+00
+21.00000E-03,+1.60804018E+00
+21.02500E-03,+1.58040199E+00
+21.05000E-03,+1.56783918E+00
+21.07500E-03,+1.56783918E+00
+21.10000E-03,+1.56783918E+00
+21.12500E-03,+1.52763817E+00
+21.15000E-03,+1.52763817E+00
+21.17500E-03,+1.52010049E+00
+21.20000E-03,+1.50502511E+00
+21.22500E-03,+1.48743717E+00
+21.25000E-03,+1.52512561E+00
+21.27500E-03,+1.48743717E+00
+21.30000E-03,+1.48743717E+00
+21.32500E-03,+1.48743717E+00
+21.35000E-03,+1.44974873E+00
+21.37500E-03,+1.47989948E+00
+21.40000E-03,+1.48743717E+00
+21.42500E-03,+1.47487436E+00
+21.45000E-03,+1.52512561E+00
+21.47500E-03,+1.44723617E+00
+21.50000E-03,+1.48743717E+00
+21.52500E-03,+1.47487436E+00
+21.55000E-03,+1.48743717E+00
+21.57500E-03,+1.48743717E+00
+21.60000E-03,+1.48743717E+00
+21.62500E-03,+1.48743717E+00
+21.65000E-03,+1.48492461E+00
+21.67500E-03,+1.48743717E+00
+21.70000E-03,+1.51005024E+00
+21.72500E-03,+1.48743717E+00
+21.75000E-03,+1.48743717E+00
+21.77500E-03,+1.48743717E+00
+21.80000E-03,+1.50502511E+00
+21.82500E-03,+1.51507536E+00
+21.85000E-03,+1.53015074E+00
+21.87500E-03,+1.52763817E+00
+21.90000E-03,+1.54522611E+00
+21.92500E-03,+1.56783918E+00
+21.95000E-03,+1.56783918E+00
+21.97500E-03,+1.56030149E+00
+22.00000E-03,+1.56783918E+00
+22.02500E-03,+1.56783918E+00
+22.05000E-03,+1.57035174E+00
+22.07500E-03,+1.60804018E+00
+22.10000E-03,+1.62562812E+00
+22.12500E-03,+1.60804018E+00
+22.15000E-03,+1.64572863E+00
+22.17500E-03,+1.61557787E+00
+22.20000E-03,+1.63065325E+00
+22.22500E-03,+1.64824119E+00
+22.25000E-03,+1.64824119E+00
+22.27500E-03,+1.62311556E+00
+22.30000E-03,+1.64824119E+00
+22.32500E-03,+1.68844219E+00
+22.35000E-03,+1.65075375E+00
+22.37500E-03,+1.68844219E+00
+22.40000E-03,+1.64824119E+00
+22.42500E-03,+1.66080400E+00
+22.45000E-03,+1.64824119E+00
+22.47500E-03,+1.65577888E+00
+22.50000E-03,+1.64824119E+00
+22.52500E-03,+1.64824119E+00
+22.55000E-03,+1.64824119E+00
+22.57500E-03,+1.64824119E+00
+22.60000E-03,+1.64824119E+00
+22.62500E-03,+1.64824119E+00
+22.65000E-03,+1.60804018E+00
+22.67500E-03,+1.64824119E+00
+22.70000E-03,+1.60804018E+00
+22.72500E-03,+1.60804018E+00
+22.75000E-03,+1.60804018E+00
+22.77500E-03,+1.60050250E+00
+22.80000E-03,+1.60804018E+00
+22.82500E-03,+1.56783918E+00
+22.85000E-03,+1.56783918E+00
+22.87500E-03,+1.56783918E+00
+22.90000E-03,+1.52763817E+00
+22.92500E-03,+1.52763817E+00
+22.95000E-03,+1.52763817E+00
+22.97500E-03,+1.56030149E+00
+23.00000E-03,+1.51005024E+00
+23.02500E-03,+1.51507536E+00
+23.05000E-03,+1.48994973E+00
+23.07500E-03,+1.48743717E+00
+23.10000E-03,+1.48743717E+00
+23.12500E-03,+1.48743717E+00
+23.15000E-03,+1.48492461E+00
+23.17500E-03,+1.48743717E+00
+23.20000E-03,+1.50502511E+00
+23.22500E-03,+1.44723617E+00
+23.25000E-03,+1.48492461E+00
+23.27500E-03,+1.48743717E+00
+23.30000E-03,+1.44723617E+00
+23.32500E-03,+1.45979898E+00
+23.35000E-03,+1.44723617E+00
+23.37500E-03,+1.48743717E+00
+23.40000E-03,+1.46482410E+00
+23.42500E-03,+1.45979898E+00
+23.45000E-03,+1.48743717E+00
+23.47500E-03,+1.49497486E+00
+23.50000E-03,+1.48743717E+00
+23.52500E-03,+1.48743717E+00
+23.55000E-03,+1.48743717E+00
+23.57500E-03,+1.52763817E+00
+23.60000E-03,+1.52763817E+00
+23.62500E-03,+1.49999998E+00
+23.65000E-03,+1.52512561E+00
+23.67500E-03,+1.53517586E+00
+23.70000E-03,+1.55025124E+00
+23.72500E-03,+1.55527637E+00
+23.75000E-03,+1.56783918E+00
+23.77500E-03,+1.56783918E+00
+23.80000E-03,+1.56783918E+00
+23.82500E-03,+1.58040199E+00
+23.85000E-03,+1.60804018E+00
+23.87500E-03,+1.60804018E+00
+23.90000E-03,+1.63065325E+00
+23.92500E-03,+1.60804018E+00
+23.95000E-03,+1.64572863E+00
+23.97500E-03,+1.60804018E+00
+24.00000E-03,+1.62562812E+00
+24.02500E-03,+1.64824119E+00
+24.05000E-03,+1.64824119E+00
+24.07500E-03,+1.64824119E+00
+24.10000E-03,+1.64824119E+00
+24.12500E-03,+1.64824119E+00
+24.15000E-03,+1.64824119E+00
+24.17500E-03,+1.68844219E+00
+24.20000E-03,+1.66582913E+00
+24.22500E-03,+1.64824119E+00
+24.25000E-03,+1.65075375E+00
+24.27500E-03,+1.64824119E+00
+24.30000E-03,+1.64824119E+00
+24.32500E-03,+1.64824119E+00
+24.35000E-03,+1.64824119E+00
+24.37500E-03,+1.64824119E+00
+24.40000E-03,+1.64824119E+00
+24.42500E-03,+1.62060300E+00
+24.45000E-03,+1.64572863E+00
+24.47500E-03,+1.64824119E+00
+24.50000E-03,+1.60804018E+00
+24.52500E-03,+1.62060300E+00
+24.55000E-03,+1.60552762E+00
+24.57500E-03,+1.60804018E+00
+24.60000E-03,+1.56783918E+00
+24.62500E-03,+1.58040199E+00
+24.65000E-03,+1.56783918E+00
+24.67500E-03,+1.56783918E+00
+24.70000E-03,+1.55025124E+00
+24.72500E-03,+1.54020099E+00
+24.75000E-03,+1.49246230E+00
+24.77500E-03,+1.52763817E+00
+24.80000E-03,+1.51005024E+00
+24.82500E-03,+1.52763817E+00
+24.85000E-03,+1.52512561E+00
+24.87500E-03,+1.52010049E+00
+24.90000E-03,+1.48743717E+00
+24.92500E-03,+1.48743717E+00
+24.95000E-03,+1.48743717E+00
+24.97500E-03,+1.48743717E+00
+25.00000E-03,+1.46482410E+00
+25.02500E-03,+1.45979898E+00
+25.05000E-03,+1.44974873E+00
