*	OSC1_Ch1	OSC1_Ch2	
-0.00109231716876934	13.6030252320432	0	0
-0.00104231716876768	13.6030252320432	0	0
-0.000992317168773127	13.6030252320432	0	0
-0.000979817168769159	13.6030252320432	0	0
-0.000973567168770728	13.6030252320433	0	0
-0.000961067168773866	13.6030252320433	0	0
-0.000960969512519228	13.6030252320576	0	0
-0.000960920684399014	13.6030252321661	0	0
-0.000960823028144375	13.603025232037	0	0
-0.000960810821112545	13.6030252320437	0	0
-0.000960798614080716	13.6030252322205	0	0
-0.000960783241090724	13.6030252322727	0	0
-0.000960767868100731	12.2811108833416	0	0
-0.000960755693313331	10.881041687625	0	0
-0.000960744462830121	9.50100054647988	0	0
-0.000960731857702513	7.93162164782874	0	0
-0.000960721292877054	6.61799623370858	0	0
-0.000960707166683505	4.87527047883225	0	0
-0.000960691019336934	2.90632795452471	0	0
-0.000960666570968272	0.0271038444637588	0	0
-0.000960648838528755	0.0171107961361958	0	0
-0.00096063388107126	0.0179921982415445	0	0
-0.000960619905946203	0.0180002746244705	0	0
-0.000960591955696088	0.0179996824827802	0	0
-0.000960564873814462	0.0179996731054928	0	0
-0.000960545859577167	0.0179996733178278	0	0
-0.000960527654918053	0.017999673321393	0	0
-0.000960513490682047	0.0179996733212837	0	0
-0.000960498218219641	0.0179996733212819	0	0
-0.00096046767330904	0.0179996733212828	0	0
-0.000960426529545089	0.0179996733212828	0	0
-0.000960393710698781	0.0179996733212828	0	0
-0.000960361967386802	0.017999673321281	0	0
-0.000960331029112638	0.017999673321281	0	0
-0.000960277494883144	0.017999673321281	0	0
-0.000960188540695128	0.017999673321281	0	0
-0.000960058900034255	0.0179996733212846	0	0
-0.000959871237377286	0.0179996733212828	0	0
-0.000959588667591049	0.0179996733212846	0	0
-0.000959157925315424	0.017999673321281	0	0
-0.000958752925662054	0.017999673321281	0	0
-0.000958311411125123	0.017999673321281	0	0
-0.000957762928202044	0.0179996733212846	0	0
-0.000956955230812184	0.0179996733212846	0	0
-0.000955339836032465	0.0179996733212917	0	0
-0.000952553344774287	0.0179996733212846	0	0
-0.000948325678429285	0.0179996733212704	0	0
-0.00093987034573928	0.0179996733212846	0	0
-0.00092295968035927	0.0179996733212846	0	0
-0.00088913834959925	0.0179996733212988	0	0
-0.00083913834959759	0.0179996733212704	0	0
-0.00078913834959593	0.0179996733212704	0	0
-0.000739138349601376	0.0179996733212704	0	0
-0.000689138349599716	0.0179996733212704	0	0
-0.000639138349598056	0.0179996733212704	0	0
-0.000589138349596396	0.0179996733212704	0	0
-0.000539138349601842	0.0179996733212704	0	0
-0.000489138349600182	0.0179996733212704	0	0
-0.000439138349598522	0.0179996733212704	0	0
-0.000389138349596863	0.0179996733212704	0	0
-0.000339138349602308	0.0179996733212704	0	0
-0.000289138349600648	0.0179996733212704	0	0
-0.000239138349598989	0.0179996733212704	0	0
-0.000189138349597329	0.0179996733212704	0	0
-0.000139138349595669	0.0179996733212704	0	0
-8.91383496011144E-5	0.0179996733212704	0	0
-3.91383495994546E-5	0.0179996733212704	0	0
-2.66383496025924E-5	0.0179996733212988	0	0
-1.63834960176246E-6	0.0179996733212704	0	0
-8.5709960018221E-7	0.0179996733212491	0	0
-4.66474595839372E-7	0.0179996733202685	0	0
-2.71162100773381E-7	0.0179996729484024	0	0
-1.73505846134958E-7	0.0179996730127936	0	0
-1.24677725921174E-7	0.0179996732994372	0	0
-2.7021471282751E-8	0.0179996732493226	0	0
-1.35107356413755E-8	0.0179996733211389	0	0
0	1.19124772167123	0	0
1.2119125286647E-8	2.59131759395748	0	0
2.39842063154416E-8	4.06000277897146	0	0
3.867496564669E-8	5.90256632999376	0	0
5.53798808478057E-8	7.98869611482122	0	0
7.3503874431502E-8	10.2263746234909	0	0
9.52667074116675E-8	12.8719040014842	0	0
1.15752983281814E-7	13.6031503180972	0	0
1.32191297352868E-7	13.6033467600057	0	0
1.50116758190766E-7	13.6030259534004	0	0
1.69213451861605E-7	13.6030250346562	0	0
2.07406839203284E-7	13.6030252311138	0	0
2.83793613858885E-7	13.6030252321167	0	0
3.1151846635602E-7	13.6030252320434	0	0
3.3709996163922E-7	13.6030252320432	0	0
3.76323514433841E-7	13.6030252320432	0	0
4.10978284931529E-7	13.6030252320432	0	0
4.62553304075852E-7	13.6030252320432	0	0
5.07541815769619E-7	13.6030252320432	0	0
5.55009844555032E-7	13.6030252320432	0	0
5.95481670057074E-7	13.6030252320432	0	0
6.61604749707667E-7	13.6030252320432	0	0
7.75693325849591E-7	13.6030252320432	0	0
9.44946968756133E-7	13.6030252320432	0	0
1.18834377438315E-6	13.6030252320432	0	0
1.55279926178364E-6	13.6030252320432	0	0
2.10957541613155E-6	13.6030252320432	0	0
2.61318055022608E-6	13.6030252320432	0	0
3.17529781168613E-6	13.6030252320432	0	0
3.88720108393525E-6	13.6030252320432	0	0
4.96949562978077E-6	13.6030252320432	0	0
7.13408472147181E-6	13.6030252320432	0	0
1.06241674350527E-5	13.6030252320432	0	0
1.62811747662084E-5	13.6030252320432	0	0
2.75951894285476E-5	13.6030252320432	0	0
5.02232187531981E-5	13.6030252320432	0	0
9.54792774024993E-5	13.6030252320432	0	0
0.000145479277402494	13.6030252320433	0	0
0.000195479277402488	13.6030252320432	0	0
0.000245479277402483	13.6030252320432	0	0
0.000295479277402477	13.6030252320432	0	0
0.000345479277402472	13.6030252320432	0	0
0.000395479277402466	13.6030252320432	0	0
0.000445479277402461	13.6030252320432	0	0
0.000495479277402455	13.6030252320432	0	0
0.00054547927740245	13.6030252320432	0	0
0.000595479277402444	13.6030252320432	0	0
0.000645479277402439	13.6030252320432	0	0
0.000695479277402433	13.6030252320432	0	0
0.000745479277402428	13.6030252320432	0	0
0.000795479277402422	13.6030252320432	0	0
0.000845479277402417	13.6030252320432	0	0
0.000895479277402411	13.6030252320432	0	0
0.000945479277402406	13.6030252320432	0	0
0.0009954792774024	13.6030252320432	0	0
0.00104547927740239	13.6030252320432	0	0
0.00109547927740239	13.6030252320432	0	0
0.00110797927740239	13.6030252320432	0	0
0.00110954177740238	13.6030252320433	0	0
0.00111032302740238	13.6030252320434	0	0
0.00111188552740238	13.6030252320431	0	0
0.00111208083990239	13.6030252322283	0	0
0.00111217849615239	13.6030252322737	0	0
0.00111222732427738	13.6030252321662	0	0
0.00111232498052738	13.6030252320369	0	0
0.00111233718755863	13.6030252320437	0	0
0.00111234939458987	13.6030252322205	0	0
0.00111236476758142	13.6030252322727	0	0
0.00111238014057297	12.2811108833416	0	0
0.00111239231536037	10.881041687625	0	0
0.00111240354584108	9.50100054647982	0	0
0.00111241615097366	7.93162164782866	0	0
0.00111242671579434	6.61799623370858	0	0
0.00111244084199277	4.87527011209965	0	0
0.00111245698934617	2.90632705317475	0	0
0.00111248143771911	0.0271037540311827	0	0
0.00111249917016956	0.0171107964008659	0	0
0.0011125141276413	0.0179921982972928	0	0
0.00111252810277357	0.0180002746239341	0	0
0.00111255605303812	0.0179996824827162	0	0
0.00111258313423152	0.0179996731054946	0	0
0.00111260214817852	0.0179996733178287	0	0
0.00111262035260881	0.0179996733213947	0	0
0.00111263451474497	0.0179996733212828	0	0
0.00111264978609335	0.0179996733212819	0	0
0.00111268032879014	0.0179996733212828	0	0
0.00111272146972327	0.0179996733212819	0	0
0.00111275428775998	0.0179996733212828	0	0
0.00111278603731629	0.0179996733212828	0	0
0.0011128169738098	0.0179996733212828	0	0
0.00111287049945169	0.017999673321281	0	0
0.00111295944501758	0.0179996733212819	0	0
0.00111308907749677	0.017999673321281	0	0
0.00111327672608835	0.017999673321281	0	0
0.00111355927131038	0.0179996733212846	0	0
0.00111398997629156	0.017999673321281	0	0
0.00111439497183427	0.017999673321281	0	0
0.00111483646937749	0.0179996733212882	0	0
0.00111538491696309	0.0179996733212846	0	0
0.00111619252269884	0.0179996733212775	0	0
0.00111780773417039	0.0179996733212846	0	0
0.00112059432730627	0.0179996733212846	0	0
0.00112482165045241	0.0179996733212846	0	0
0.0011332762967447	0.0179996733212846	0	0
0.00115018558932928	0.0179996733212562	0	0
0.00118400417449843	0.0179996733212988	0	0
0.00123400417449843	0.0179996733212988	0	0
0.00128400417449842	0.0179996733212704	0	0
0.00133400417449842	0.0179996733212704	0	0
0.00138400417449841	0.0179996733212704	0	0
0.0014340041744984	0.0179996733212704	0	0
0.0014840041744984	0.0179996733212704	0	0
0.00153400417449839	0.0179996733212704	0	0
0.00158400417449839	0.0179996733212704	0	0
0.00163400417449838	0.0179996733212704	0	0
0.00168400417449838	0.0179996733212704	0	0
0.00173400417449837	0.0179996733212704	0	0
0.00178400417449837	0.0179996733212704	0	0
0.00183400417449836	0.0179996733212704	0	0
0.00188400417449835	0.0179996733212704	0	0
0.00193400417449835	0.0179996733212704	0	0
0.00198400417449834	0.0179996733212704	0	0
0.00203400417449834	0.0179996733212704	0	0
0.00204650417449834	0.0179996733212988	0	0
0.00207150417449833	0.0179996733212704	0	0
0.00207228542449833	0.0179996733212491	0	0
0.00207267604949835	0.0179996733202685	0	0
0.00207287136199835	0.0179996729486689	0	0
0.00207296901824836	0.0179996730129037	0	0
0.00207301784637334	0.0179996732994381	0	0
0.00207311550262335	0.0179996732493226	0	0
0.00207312901336082	0.0179996733211389	0	0
0.00207314252409829	1.19124772167123	0	0
0.00207315464322358	2.59131759395748	0	0
0.00207316650830461	4.06000277897146	0	0
0.00207318119906394	5.90256632999376	0	0
0.00207319790397914	7.98869611482122	0	0
0.00207321602797272	10.2263746234909	0	0
0.00207323779082266	12.8719060434321	0	0
0.00207325827710844	13.6031503215224	0	0
0.00207327471542235	13.6033467589399	0	0
0.00207329264085701	13.6030259533961	0	0
0.00207331173756678	13.6030250346564	0	0
0.00207334993098635	13.6030252311138	0	0
0.00207342631782545	13.6030252321167	0	0
0.00207345404307463	13.6030252320434	0	0
0.00207347962491403	13.6030252320432	0	0
0.002073518839322	13.6030252320432	0	0
0.00207355348844426	13.6030252320432	0	0
0.00207360505883733	13.6030252320432	0	0
0.0020736500475908	13.6030252320432	0	0
0.00207369754095876	13.6030252320432	0	0
0.00207373801254793	13.6030252320432	0	0
0.00207380412105179	13.6030252320432	0	0
0.00207391820159761	13.6030252320432	0	0
0.00207408745682297	13.6030252320432	0	0
0.00207433085013603	13.6030252320432	0	0
0.00207469529124388	13.6030252320432	0	0
0.00207525204635023	13.6030252320432	0	0
0.00207575564722359	13.6030252320432	0	0
0.00207631775440623	13.6030252320432	0	0
0.00207702963824599	13.6030252320432	0	0
0.00207811187945717	13.6030252320432	0	0
0.00208027636187955	13.6030252320432	0	0
0.0020837664521082	13.6030252320432	0	0
0.0020894232365393	13.6030252320432	0	0
0.00210073680540146	13.6030252320433	0	0
0.00212336394312579	13.6030252320432	0	0
0.00216861821857445	13.6030252320432	0	0
0.00221861821857444	13.6030252320432	0	0
0.00226861821857444	13.6030252320432	0	0
